Title,Year,Rating,Votes,Synopsis,Runtime
Class of Nuke 'Em High Part II: Subhumanoid Meltdown,1991,4.4,2600.0,"When school reporter Roger Smith meets a beautiful subhumanoid named Victoria, they fall in love but becomes determined to save her and the new school from a giant mutant squirrel, Tromie.",1h 40m
Where Sleeping Dogs Lie,1991,4.5,1100.0,A murder mystery writer misreads the nervous man he bullies in a spooky Hollywood mansion.,1h 35m
My Father the Hero,1991,6.1,3000.0,"To impress a boy while on vacation with her divorced father, Veronique pretends that her father is her lover.",1h 45m
V.I. Warshawski,1991,5.0,5600.0,A female PI babysitting for a boyfriend gets stuck with his daughter and the case of her murdered father.,1h 29m
Tous les Matins du Monde,1991,7.5,8100.0,"The story of Monsieur de Sainte Colombe, fierce and somber man, grand master of the viola da gamba and professor of Marin Marais, prestigious musician in the court of Louis XIV.",1h 55m
Once a Thief,1991,6.7,7600.0,"A romantic and action packed story of three best friends, a group of high end art thieves, who come into trouble when a love-triangle forms between them.",1h 48m
The Object of Beauty,1991,5.6,2400.0,This story is about a ne'er-do-well and his girlfriend as they search for a thief.,1h 43m
Children of the Night,1991,4.7,1400.0,A schoolteacher teams up with with a priest to stop a town being overrun by vampires.,1h 32m
Fight Back to School,1991,7.1,5000.0,A SWAT team leader is forced by his captain to go undercover as a high school student to retrieve the captain's personal gun which was stolen during a school field trip to the police station.,1h 40m
Mystery Date,1991,6.0,3400.0,Tom's in love with the cute house sitter next door. He's too shy but his older brother visits and helps Tom with the first date. Things don't go as planned.,1h 37m
Phool Aur Kaante,1991,6.0,1700.0,"A young man who despises his father's criminal profession, wants to live a peaceful life away from him but fate has some other plans.",2h 53m
Rock 'n' Roll High School Forever,1991,4.6,1400.0,"Those rambunctious kids are back in school and back in trouble in a smash sequel to the 1978 worldwide hit. Corey Feldman leads a rock and roll rally at Ronald Reagon High, but must triumph over the evil plans of the school's fascist principal, Vadar, who wants to halt the school dance and run their school like a prison.",1h 35m
On Our Own,1991,6.6,585.0,"Siblings who have been dumped into the foster-care system find ways to be on their own, often making mistakes and learning from them along the way.",1h 24m
Passion's Flower,1991,4.3,145.0,A man returns to his home from prison and finds himself entangled in a poisonous love triangle.,1h 25m
House Party 2,1991,5.3,7200.0,"When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence.",1h 34m
Scanners II: The New Order,1991,5.3,3900.0,A scanner discovers a plot by renegade elements in the city government to take power with the help of evil scanners.,1h 44m
The Unborn,1991,4.8,1700.0,"A couple struggling to conceive visit a miracle doctor as a last hope for having a child. The wife gets pregnant, but after the initial joy comes horror, as she slowly discovers the nightmarish truth behind the doctor's success.",1h 23m
Crooked Hearts,1991,5.9,1200.0,How the discovery of a father's affair affects each member of his family.,1h 53m
Defenseless,1991,5.5,1300.0,A lawyer is hired to defend an old college friend accused of murdering her husband.,1h 44m
Leather Jackets,1991,4.3,729.0,"Violence, betrayal and unabashed sensuality collide when beautiful young Claudi, about to marry Mickey, finds herself caught up in the aftermath of a deadly rivalry involving Mickey's best friend, Dobbs.",1h 30m
Becoming Colette,1991,5.5,292.0,"The story of a girl who become the toast of Paris high-society. Through her marriage to one of France's most notorious degenerates, Colette's eyes are opened to every form of sexual depravity - shameless adventures that stir her.",1h 33m
Shout,1991,5.3,2100.0,A new music teacher in a 1955 West Texas home for wayward boys brings new vision and hope for many of the interned boys.,1h 29m
Body Chemistry II: The Voice of a Stranger,1991,3.6,410.0,"Erotic thriller, as a man is torn between two women and his own violent self, born of child abuse. On one side is his old sweetheart, on the other is a sexy radio psychologist who encourages his violent sexual fits, while simultaneously raising the sexual ante between them.",1h 24m
Dirty Like an Angel,1991,5.7,374.0,"A middle-aged tough cop, George, is trying to help and protect a criminal, Manoni, that he has known since they were both young. He orders his younger colleague and friend, Didier, who has just married to stay with the Manoni's wife and son for surveillance. Meanwhile he starts a sexual affair with Barbara, Didier's young and sexy wife.",1h 42m
"He Said, She Said",1991,5.7,7400.0,"TV viewers love seeing the two reporters with opposing views on the show ""He Said, She Said"". Womanizer Dan and Lorie fall for each other. Love?",1h 55m
Ghar Parivaar,1991,5.6,61.0,"Noble Shankar sells all his property and sends his step-brother Balwant to the city for higher education, but Balwant returns with a wife who refuses to adjust to the simple village life and becomes the reason for the family to split.",PG
Malizia 2000,1991,5.0,280.0,"The teenage son of an architect falls for an older woman, an attractive housewife of his father's client.",1h 43m
Saudagar,1991,6.7,1700.0,Two clan chiefs who have maintained a blood feud for decades have to contend with the romance between their respective grandchildren.,3h 33m
Ruan Ling Yu,1991,7.4,2900.0,Biopic of 1930s Chinese actress Lingyu Ruan.,2h 6m
The Flesh,1991,5.5,997.0,A peculiar love story between two weirdos.,1h 30m
La note bleue,1991,6.2,803.0,the film covers the last few days of fragile Chopin's professional life.,2h 15m
Ted & Venus,1991,4.7,343.0,"Ted Whitley is a poet who is stalking the woman of his dreams, Linda Turner. She was volunteering at a community resource project when he came in to find out about low cost housing.",1h 40m
Godfather,1991,8.6,4500.0,"Since Anjooran hates women, his sons remain unmarried. However, everything changes when his youngest son, Ramabhadran, falls in love with Malu, whose grandmother is their family's biggest enemy.",2h 30m
Island of Fire,1991,5.7,4100.0,A cop goes undercover to infiltrate a deadly prison where a team of mercenaries is being assembled.,2h 5m
Scorchers,1991,5.5,705.0,"On Splendid's wedding night, she won't allow her husband to consummate the marriage. Meanwhile, her armed cousin is looking for the hooker, who slept with her husband.",1h 21m
The Last Match,1991,4.3,150.0,Somewhere on an island in the Caribean a girl is imprisoned for owning drugs. As she is the daughter of a football team coach help is soon on the way: the entire team mounts an expedition to set her free.,1h 35m
Saathi,1991,6.3,264.0,"Brothers Suraj and Amar become petty criminals after witnessing their father's abuse. While Suraj rises through the ranks, Amar leaves crime. Suraj refuses to kill Amar when ordered, showing his loyalty remains.",2h 55m
Saugandh,1991,5.4,1100.0,"A woman whose entire family was murdered by a cruel landowner, vows that she will get her son and his daughter married someday.",2h 33m
Thalapathi,1991,8.5,14000.0,An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.,2h 37m
Last Call,1991,3.8,408.0,"After a business deal with the mob goes down in flames, a realtor enlists his sexpot girlfriend to help him get revenge.",1h 30m
Nudist Colony of the Dead,1991,4.0,883.0,Zombie nudists attack campers five years after the closure of the Sunny Buttocks nudist colony in various musical numbers.,1h 30m
Dragon Ball: The Magic Begins,1991,4.3,1400.0,"An evil alien searches the Earth for seven ""Dragon Pearls"" which can grant him ultimate power. A gang of misfit adventurers band together to stop him.",1h 26m
The Inner Circle,1991,6.9,2200.0,"The true story of Ivan Sanchin, the KGB officer who was Stalin's private film projectionist from 1939 until the dictator's death. Told from Sanchin's view, the sympathetic but tragically flawed hero maintains unwavering faith in his ""Master"" despite the arrest of his neighbors and his involvement with their daughter, his wife's affair with the chilling State Security chief Lavrentii Beria and her tragic decline, and the deadly political machinations within the Kremlin he witnesses firsthand.",2h 17m
The Jackpot!,1991,6.2,1900.0,"A secret agent uses his professional skills for tracking his family, and faces the unexpected consequences.",1h 42m
The Runestone,1991,4.8,898.0,"A Norse runestone is discovered in Western Pennsylvania. The prophecy upon it tells of the Norse great wolf Fenrir (Fenris), and that its release from the stone will bring about Ragnarok --- the end of the world. Archaeologist Sam Stewart and wife Marla find it has some connection to their friend Martin. A young boy named Jacob is haunted by terrifying nightmares of what is to come, and his family explains these dreams through stories from Norse legend, which says that the only one who can destroy Fenrir is Tyr, the Norse god of war, who is prophesied to return to fight the creature.",1h 45m
